s.no,text,AIRLINE SENTIMENT,AIRLINE
281,@united So what do you offer now that my flight was Cancelled Flighted and I'm stranded away from home and work?,,United
282,@united you are really trying me today.,,United
283,@united looks like I'm settled in to where I'm going.  Thx.,,United
284,@united flt 4567 has had two more updates in the last 3 minutes.,,United
285,@united no they were to busy taking to each other and I needed to get to an audition.,,United
286,@united was never given one,,United
287,@united quick response offering assistance but lack of follow through - not really the service I was expecting,,United
288,@united Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u can't tell when it will arrive?!! Ridiculous!!,,United
289,"@united flt 4567 no gate agent, no announcements. So unprofessional. Time to go back to @Delta",,United
290,"@united Thanks, ^KP. Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class.",,United
291,@united flt. 4567 departure time has changed five times in the last 20 minutes. Why don't you figure out a solution and announce once?,,United
292,@united bags are still in Houston since Friday and still have not been reimbursed the baggage fee.,,United
293,@united who can tell me where they are?,,United
294,"@united flight 4567 have already been Cancelled Flightled once, been trying to get home two days. Staff being very unhelpful.",,United
295,@united each flight is worse than last! flight attendants don't even know whether the plane is equipped with power outlets at the seats!,,United
296,@united flight 4567 agent now wandered off. Pilots came out looking for her. Went to charge her personal phone which she'd been txting on,,United
297,@united waiting for flight 4567 to memphis. Incredibly rude gate agent waited until after departure time to announce delay. (1 of 2) #rude,,United
298,@united I don't see how I need to spend an extra $100 bc of ur equipment failure.,,United
299,@united I don't need to make any changes. I reserved my seats when I bought my tickets and there was an error &amp; now there are no comp seats,,United
300,@united its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,,United
301,@united thanks kp but luckily my transfer has maintenance issues and is still delayed so I didn't miss my transfer...,,United
302,"@united No, not received any e-mails in either Inbox or junk/spam",,United
303,@united - could you please send me a phone # to the refunds department?  We have submitted our claim through email without success.,,United
304,"@united I'm not this person, but I've been sitting in Denver for three hours and all I want to do is get on a plane. Please let me go home.",,United
305,@united  flight 441 on 2/4 was delayed over three hours because the pilot never showed up!,,United
306,@united I just need to get to RIC tonight. I've been in EWR for 24hrs now.,,United
307,@united which is why my next flights to Miami will be on another airline.,,United
308,@united It is super frustrating that the folks at the United Ticket Counter in Pittsburg aren't honoring their own Media Rate! #unitedfail,,United
309,@united 45 minutes after arrival and no bags for most people. UA469 from den to ewr. How long should we wait until a ual rep comes here?,,United
310,@united What is the policy behind changing passengers' seating assignments at the gate?,,United
311,@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept,,United
312,"@united she has crossed 4 prior times with other carriers and no issue. Karen was rude, untrained and unhelpful I also spoke",,United
313,"@united nexus confirmed that at any crossing via air, car or boat she can travel with only Nexus.",,United
314,@united 2 employee yelled at her. 3 employee stood with others whispering and pointing at her from behind counter,,United
315,@united 1 refused boarding with Nexus. nexus confirmed she should not be refused,,United
316,"@united on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!",,United
317,@united u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.,,United
318,@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!,,United
319,"@united doing a good thing, holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time",,United
320,@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?,,United
321,@united stay warm - I will be passing through Chicago next week,,United
322,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,,United
323,@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.,,United
324,@united giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service!,,United
325,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",,United
326,@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.,,United
327,@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?,,United
328,@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.,,United
329,@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!,,United
330,@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site,,United
331,@united when is my plane coming?  Been delayed for almost 7 hours. No plane.,,United
332,@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.,,United
333,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,,United
334,@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh,,United
335,@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,,United
336,@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,,United
337,@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.,,United
338,@united costumer service sucks! Waiting for a week for a response,,United
339,"@united Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying?",,United
340,@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.,,United
341,"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;)",,United
342,@united of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX.,,United
343,@united Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4,,United
344,@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards,,United
345,@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ,,United
346,@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!,,United
347,"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",,United
348,"@united you better hold my flight to Tucson #5237, just landed in Houston after an hour delay for some minor computer problem",,United
349,Thx! Stand by! â€œ@united: @rajuchinthala I know it's frustrating and I do appreciate your patience while we try to get you on your way. ^JHâ€ù,,United
350,"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?",,United
351,"@united dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back?",,United
352,@united that's what I thought! Thanks for the clarification!,,United
353,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!,,United
354,"@united + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference!",,United
355,"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service",,United
356,@united Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.,,United
357,@united i need my confirmation number! Can you give it to me?,,United
358,"@united + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation.",,United
359,.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.,,United
360,"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""",,United
361,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!,,United
362,@united I appreciate the follow up.,,United
363,@united + that's the gist of what the flight attendant told her.,,United
364,@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,,United
365,"@united +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. +",,United
366,@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,,United
367,@united sat at airport for 5 hrs still sitting at gate..  Sigh,,United
368,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.,,United
369,@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!,,United
370,"@united's first-class #cockup
http://t.co/oh7CFv7DHR",,United
371,@united all day travel. #swag #ijustwanttosleep,,United
372,@united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable.,,United
373,@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15,,United
374,@united did not let me get on the IAH-HNL direct. Now weather delay for my SFO leg. Stop being reactive and be proactive!,,United
375,"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO",,United
376,@united why am i mot getting my refund?,,United
377,.@united nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks.,,United
378,@united didn't get her name. She was not in our group. She was sitting behind us. Think it was window seat #40? We only overheard...,,United
379,@united You know what the United Club needs? Power. MOAR power. Insufficient outlets for the #RoadWarrior (ORD),,United
380,@united THRILLED to have my carry-on checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last...,,United
381,@united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations,,United
382,"@United - Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO. No power ports, no  Wifi, no personal entertainment. TORTURE",,United
383,@united last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew #unfriendlyskies,,United
384,"@united Broken entertainment system on my 8 hour NYC flight, terrible cabin crew service and online complaint form won't work #hopeless",,United
385,@united how much does it cost to check in an additional bag? Traveling from newark to glasgow. Thank you :),,United
386,.@united call my work and tell them it's your fault I'm Late Flight,,United
387,"@united New Apple crÃ¢pe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj",,United
388,@united clicked on the link and got this? #confused http://t.co/xMAQcucWZl,,United
389,"@United is officially the worst, most delayed, and least helpful airline I have ever had the misfortune of flying on",,United
390,@united i have items of sentimental value that I'm heartbroken are missing,,United
391,@united even though technically after I land I will be silver?,,United
392,@united still waiting for a reply,,United
393,@united please see a flight attendant for what? Why isn't there enough room for over head bags? I carry on to save time!!!,,United
394,"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united",,United
395,@united I tried 2 DM it would not go thru... not sure why,,United
396,"@united, link to current status of flights/airports? Fly BWI-EWR-MCO this morning yet can't yet tell what any problems are except see snow.",,United
397,@united I like delays less than you because I'm the one on the plane. Connect me with a voucher,,United
398,"@united and don't hope for me having a nicer flight some other time, try to do things right. You sold me those tickets with that connetion",,United
399,"@united the we got into the gate at IAH on time and have given our seats and closed the flight. If you know people is arriving, have to wait",,United
400,@united yes. We waited in line for almost an hour to do so. Some passengers just left not wanting to wait past 1am.,,United
401,"@SouthwestAir 4/9/14, I need to fly from GSP to DSM, but claims there's no sched. avail.  I can book separately, but why not together?",,Southwest
402,@SouthwestAir Thank you - hung up after 1hr 7min on hold. Would you like me to DM you contact info?,,Southwest
403,@SouthwestAir your checkin system is #poor,,Southwest
404,"@SouthwestAir haha, thanks for the explanation",,Southwest
405,@SouthwestAir employees spreading a bit of #MardiGras cheer at 7:30 this morning in Atlanta  #NFTYConvention http://t.co/ttbtY89Ilo,,Southwest
406,@SouthwestAir Having some trouble checking in. Can you please add me so I can DM you,,Southwest
407,@SouthwestAir WiFi on yesterday's flight extremely slow a waste of $8 and lost the travel time for work.,,Southwest
408,@SouthwestAir my flight was Cancelled Flightled Monday.  Just looking to Cancelled Flight and credit my card.  That's all.,,Southwest
409,@SouthwestAir still on the ground &gt;30mins after planned departure. And this is California. No weather here. Originally told 10 min delay.,,Southwest
410,"@SouthwestAir I understand. Wonderful ""Miriam"" in customer service who was able to reroute me... Got any rental car discounts?",,Southwest
411,@SouthwestAir not yet! Supposed to get it early evening tonight. Don't want to have to go to the store and buy new necessities.,,Southwest
412,@SouthwestAir How? It is not possible to call SWA on the phone. You put me on hold for an hour and then cut me off.,,Southwest
413,"@SouthwestAir been with my GF for 2.5yrs, she's from SF &amp; I live in Tulsa. SWA always takes me there to see my love! #SouthwestLuvSweeps",,Southwest
414,@SouthwestAir Hi there! I just got my known traveler# and would like to add it to a flight that I already purchased. What's my best option?,,Southwest
415,@SouthwestAir Nashville airport has runways open. It appears southwest is only airline Cancelled Flighting flights. Is this likely to change?,,Southwest
416,"@SouthwestAir been on the phone for about an hour waiting..can you please answer, Thank You!  #notcool",,Southwest
417,@SouthwestAir @TomVH just get the RR credit card and get the points of family that way,,Southwest
418,@SouthwestAir Sent. Thanks VP!,,Southwest
419,@SouthwestAir what does TSA Pre on my boarding pass mean? http://t.co/0HmmQCzkCf,,Southwest
420,"@SouthwestAir she's still stranded in DC. Sat until 3:30am with 100 other kids. They were starving, and exhausted.",,Southwest
421,@SouthwestAir flight #211pilot spilled his tea on the radio! Yay for delays! Almost an hour now!,,Southwest
422,@SouthwestAir I just sent it over,,Southwest
423,"@SouthwestAir haha...yeah i did, just making a joke",,Southwest
424,@SouthwestAir Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.,,Southwest
425,"@SouthwestAir used to love you, but you keep rescheduling my flights.  #southworst",,Southwest
426,@SouthwestAir where do we start? I've already wasted 1.5 hrs of phone wait time already :-(,,Southwest
427,@SouthwestAir - just talking to customer service @united makes me appreciate you even more!  They could learn so much from you!,,Southwest
428,"@SouthwestAir My brother &amp; his girlfriendâ€™s flight Cancelled Flightled 3 times, now leaving 72 hours Late Flight and dropping letter grades at school. Help?",,Southwest
429,@SouthwestAir Thank you. The email about RR pts &amp; how to gain more wasn't clear so all of mine r gone. Anything u can do is appreciated.,,Southwest
430,@SouthwestAir Thanks for the response. Was able to get my situation resolved. Not a fan of Mother Nature today. :),,Southwest
431,"@SouthwestAir Is there any way to add a Known Traveler Number to an existing reservation online?  If not, why not?",,Southwest
432,@SouthwestAir needs to offer a college student discount so i can fly home _Ÿ˜__Ÿ˜_,,Southwest
433,@SouthwestAir you Cancelled Flightled my flight to BNA. I have flight from BNA 2 MDW tomorrow AM. You stranded me in DEN. I've been on hold all day,,Southwest
434,@SouthwestAir thanks I think we've got it figured out,,Southwest
435,@SouthwestAir from LGA to San Diego,,Southwest
436,"@SouthwestAir missing out on over 6,000 points in one account. They're now spread over four assuming I create accounts for them",,Southwest
437,"@SouthwestAir right but the point was that my kids don't fly often, but I do. I bought four round trip tickets from DtW to PHX so I'm....",,Southwest
438,"@SouthwestAir I got a flight at 11:55am on Thursday but looking for something tomorrow, anything available?",,Southwest
439,"@SouthwestAir we desparately need yall to make a nonstop BNA-&gt; TUL! Cmon it'll be popular. _Ÿ˜„ (right, @annebevi @PaulBev1  @MikeAbramson??)",,Southwest
440,@SouthwestAir thank you for the response. How can I got about getting the points onto my rewards account?,,Southwest
441,"@SouthwestAir  Tried to DM you, it won't let me as it says you are not following me.",,Southwest
442,@SouthwestAir chances of flight leaving BNA tomorrow at 6:20 am (to LGA)?,,Southwest
443,@SouthwestAir got it squared away. Thank you. I had a man on the inside help me out!,,Southwest
444,@SouthwestAir please PM me the number where I can lodge formal complaints. Thx,,Southwest
445,@SouthwestAir Just sent you a DM with the details.,,Southwest
446,@SouthwestAir good thing we noticed because she had re-routed 7 total passengers on an impossible triple connection as well,,Southwest
447,@SouthwestAir your gate agent re-routed an impossible itinerary and we had to find a new airline to get us home. Super bummed about this,,Southwest
448,@SouthwestAir do you do auto callbacks so I don't have to wait on hold?,,Southwest
449,@SouthwestAir Received email w/reso's to my email that isn't associated to SWA account I own with CC info for my sister. #FRAUD please DM me,,Southwest
450,"@SouthwestAir just did, thank you",,Southwest
451,@SouthwestAir Your onboard wifi is so bad it's taking me 20 minutes to send this tweet.  Working is off the table. #disappointed,,Southwest
452,"@SouthwestAir Another great flight &amp; crew, Las Vegas-Chicago #3397. Thanks!",,Southwest
453,"@SouthwestAir I recommend upgrading your IVR and using call back, email, and texting from a know caller.",,Southwest
454,@SouthwestAir an entire flight of luggage missing at #dca.  Over an hour and nobody knows anything.,,Southwest
455,@SouthwestAir @CBSsoxfan you get to hold? called twice only to be kicked off.calls 3-6 #phonedied #AListpreferred http://t.co/1TZZ0vbMbS,,Southwest
456,@SouthwestAir why are you the ONLY airline that is not flying out of BNA today?,,Southwest
457,@SouthwestAir finally got through. Thanks!,,Southwest
458,"@SouthwestAir - I have spent 87 minutes (and counting) on hold w/ you today. After first 48 minutes, I gave up. Trying again &amp; on 43rd min.",,Southwest
459,@SouthwestAir Ive had on an airline. Everyone else has been great but she soured the whole experience for me. Hope she's not there next time,,Southwest
460,"@SouthwestAir thanks, got put on the am flight tomorrow.  Don't have much faith it'll get off the ground tomorrow though.",,Southwest
461,@SouthwestAir I think I'm shot. Can't find a flight that arrives before business (SAN) on thu. Really want to go too.,,Southwest
462,"@SouthwestAir the woman working the counter in philly at 630 this am needs to be fired. Due to bad weather, I along with other passengers",,Southwest
463,"@SouthwestAir was earlier, for reFlight Booking Problems flight I'm on now. Didn't get a screencap, just said ""unspecified error"" and to call SWA",,Southwest
464,"@SouthwestAir Buying Early Bird was pointless. You moved me to a diff flight b/c first one was delayed, so I lost my boarding position.",,Southwest
465,"@SouthwestAir is there a problem with the website? I tried making changes w/ the app and the site but got ""unspecified errors""",,Southwest
466,@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!,,Southwest
467,@SouthwestAir RDU flights expected to be ok this afternoon and tonight?,,Southwest
468,@SouthwestAir super disappointed today. First time we've had to stress and now book a flight on another airline while at the airport,,Southwest
469,@SouthwestAir they put me on the next flight available.. tomorrow morning :( Any idea if BNA will be open in the morning for my flight?,,Southwest
470,@SouthwestAir Hey SWAir- a very tortured boarding on flight 1971 due to one gate agent having to board assisted folks one at a time.,,Southwest
471,@SouthwestAir I understand a delay but to be stuck on the plane longer than the flight is unacceptable,,Southwest
472,@SouthwestAir I absolutely will. Where can I send it?,,Southwest
473,@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763,,Southwest
474,@SouthwestAir in my 30 years of flying I have never been so pissed off.  To many incidents for just one flight.,,Southwest
475,@SouthwestAir Heard apology ~45 times in the &gt;60 mins I was on hold. Now flying from another airport at a different time but delayed AGAIN,,Southwest
476,@SouthwestAir Happily! But you need to follow me in order for me to DM you,,Southwest
477,@SouthwestAir I will.make sure to tell everyone I know about this all around horrible experience. I will also post it on my business page.,,Southwest
478,@SouthwestAir and currently as im bringing my 3 year old to the bathroom I'm being rushed by the flight attendant.,,Southwest
479,@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,,Southwest
480,"@SouthwestAir not terribly inspired to call ""customer service"" in the future now.",,Southwest
481,"@SouthwestAir also, they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???",,Southwest
482,"@SouthwestAir the person I talked to couldn't do anything not normally available online other than the ""no charge"" part.",,Southwest
483,@SouthwestAir can someone help me set up a callback today?,,Southwest
484,@SouthwestAir how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues?,,Southwest
485,@SouthwestAir there really should not be guidance to call via phone if you are that back logged. I could have done it online in 3 minutes.,,Southwest
486,@SouthwestAir no had to rebook my flight myself and am about to board in bham.,,Southwest
487,@SouthwestAir please send me a number to call to talk to a person and not be put on hold,,Southwest
488,@SouthwestAir flt 648 from Buf to MCO. Conf#FGKXV5. Please also look into reimburse for car 587701925COUNT that I had to Cancelled Flight,,Southwest
489,@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!,,Southwest
490,@SouthwestAir You need to be more accommodating to your loyal customers. Not happy now!,,Southwest
491,@SouthwestAir yes. Thank you. Oct 25-oct 31,,Southwest
492,@SouthwestAir @BernhardtJH I did eventually get through but that flight Cancelled Flightled.  Decided to drive but gave up holding to process refund,,Southwest
493,@SouthwestAir Already rebooked for tomorrow. Fingers crossed!,,Southwest
494,@SouthwestAir followed.,,Southwest
495,"@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment",,Southwest
496,@SouthwestAir or you could send me a DM.,,Southwest
497,@SouthwestAir I am following you now. I don't think I can DM until you follow me.,,Southwest
498,@SouthwestAir Flight Cancelled Flightled out of BNA.... Do I have to reschedule now or can travel funds be put back into my account for future use?,,Southwest
499,@SouthwestAir are you kidding me?  I needed help yesterday. I'm now landed and waiting for my connection.  Never will I fly southwest again!,,Southwest
500,@SouthwestAir can i have my bags back   ding!!,,Southwest
501,@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.,,Southwest
502,@SouthwestAir always when I fly SW. #loyalRRmember,,Southwest
503,"@SouthwestAir thank you, someone finally answered and was able to change my flight that was Cancelled Flighted bc of ice. Thank you for response",,Southwest
504,@SouthwestAir Trying to add my dog on the flight but can't get through.,,Southwest
505,@SouthwestAir I need to request a refund on my flight that was Cancelled Flightled this morning due to the weather.,,Southwest
506,@SouthwestAir Thanks a ton!,,Southwest
507,@SouthwestAir LUV Ya Too!!!!  I will sing a song for y'all when I finally get on that plane back to Nashville!!! #LOVESOUTHWESTAIR,,Southwest
508,"@SouthwestAir Hi! Thanks! Do you have an exact link to that specific page on your site you can share - or is it under ""Flight Status"":? Thx!",,Southwest
509,@SouthwestAir @NotPghTimothy no exceptions for national awards?,,Southwest
510,@SouthwestAir any idea on flights to Nashville tomorrow being clear or Cancelled Flightled,,Southwest
511,@SouthwestAir is having a sale! I'm delighted!,,Southwest
512,@SouthwestAir about time! Thank you!,,Southwest
513,@SouthwestAir Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me.,,Southwest
514,@SouthwestAir @gruber Finally.,,Southwest
515,@SouthwestAir you guys are awesome... #dontchangeathing #luv,,Southwest
516,@SouthwestAir Karen with customer service was very helpful. Thank you for providing one bright spot in a frustrating situation.,,Southwest
517,@SouthwestAir Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter? thanks you.,,Southwest
518,@SouthwestAir Thank you.  Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter?,,Southwest
519,@SouthwestAir the 5:50 is sold out too?,,Southwest
520,@SouthwestAir myself and 2 others,,Southwest
521,"@SouthwestAir can you follow me? Flight Cancelled Flightled, can't rebook online, been on hold for 2 hours.  Would love to DM flight info. Thank you.",,Southwest
522,@SouthwestAir I also find it ridiculous that I've been tweeting to you since 3:50 AM EST and have still received no response. 9 hours?,,Southwest
523,@southwestair Thanks. Yes I got through. Biggest frustration is that I'm no longer able to check in online for my flight after 4 Cancelled Flights.,,Southwest
524,"@SouthwestAir why are flights still getting out of Logan now? You couldn't manage to get one out at 6 AM, when it wasn't snowing!",,Southwest
525,@SouthwestAir 45mins wait on the phone with no option for a callback? Finally had to hang up because my phone was dying. #customerservice,,Southwest
526,@SouthwestAir landing early morning @BWI_Airport after snowfall. http://t.co/apRZsPxigE,,Southwest
527,@SouthwestAir and thanks!,,Southwest
528,@SouthwestAir sure. Fhk2te. Am scheduled to leave this weekend but need to push to October,,Southwest
529,"@SouthwestAir its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx",,Southwest
530,"@SouthwestAir I noticed the rates increased a few days ago, or the promotion ended. Any idea when another promotion will be coming?? Thanks!",,Southwest
531,@SouthwestAir no flights out of #nashville today? Are you kidding me?!?! Why are other airlines flying and you're not?! So frustrated!!,,Southwest
532,@SouthwestAir I am but it says yall are sold out. Me &amp; My coworkers would need to get out first available,,Southwest
533,@SouthwestAir I'm trying to change a family vacation due to Measles outbreak and haven't been able to get anyone on the phone. Any help?,,Southwest
534,@SouthwestAir F5R3ZZ,,Southwest
535,.@SouthwestAir you've got a mess here at DTW but your staff is doing great.,,Southwest
536,@SouthwestAir @challemann flying to LGA in the dead of winter? #jvstatus EWR &amp; JFK is always the intelligent option.,,Southwest
537,@SouthwestAir Great job with the Passbook integration! Itâ€™ll really help streamline the commute to San Fran! _Ÿ˜_â˜•_Ÿ“_âœˆ,,Southwest
538,@SouthwestAir I need to reschedule a flight and I've been on hold for almost an hour. This is ridiculous. Is there a best number to call?,,Southwest
539,. @SouthwestAir condescension must be a quality your co rewards. Your tone reeks of it,,Southwest
540,@SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!,,Southwest
541,@SouthwestAir - any update on flights in to BNA today?,,Southwest
542,@SouthwestAir damn weather messing up everything #serenitynow,,Southwest
543,@SouthwestAir could you tell me if any upgrades are available on a flight out of STL tomorrow morning.,,Southwest
544,"@SouthwestAir disappointed with customer service right now, my flight was only one Cancelled Flightled at my airport &amp; now I'm losing 2 days from trip",,Southwest
545,"@SouthwestAir been on hold for over an hour.....not cool, you guys.",,Southwest
546,@SouthwestAir I've been on hold for an hour &amp; a half trying to change my flight to BNA. Not very happy with customer service right now!!!!!!,,Southwest
547,"@SouthwestAir Got it, thanks. Any insight into what will happen tomorrow?",,Southwest
548,@SouthwestAir any chance of adding LAX-&gt;JFK direct any time in the future?,,Southwest
549,@SouthwestAir thank you. I was given this same reply 2 years ago. Can you direct me to an area I can learn more about the improvements?,,Southwest
550,@SouthwestAir just disconnected my call after 2.5 hours without even speaking to me. #octaviannightmare,,Southwest
551,@SouthwestAir injured at check in yesterday. U told me to go to dr. on hold with SWA for over hour trying to talk with someone. suggestions?,,Southwest
552,@SouthwestAir Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future. Can u help?,,Southwest
553,"@SouthwestAir have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?",,Southwest
554,@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!,,Southwest
555,"@SouthwestAir I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes, time",,Southwest
556,@SouthwestAir sent,,Southwest
557,"@SouthwestAir Flight Cancelled Flightled, reFlight Booking Problems online has not worked, on my second round of hold (3 hrs now). Any other options?",,Southwest
558,@SouthwestAir kudos to the #RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500,,Southwest
559,@SouthwestAir trying to fly out of Nashville tomorrow. How is it looking?,,Southwest
560,@SouthwestAir do you think the flights out of Nashville will be Cancelled Flighted tomorrow?,,Southwest
561,@SouthwestAir do you not try to get customers to their destinations? No help to get on another airline if you had no flights for 3 days?,,Southwest
562,"@SouthwestAir I'm an A-list Preferred customer and very loyal SWA. However, your inflight wifi is no better today than it was 4 years ago.",,Southwest
563,@SouthwestAir  Thank you.,,Southwest
564,"@SouthwestAir too bad I'm getting this memo: ""Your reservation contains modifications that prevent you from changing it online."" #FUSTURATED",,Southwest
565,"@SouthwestAir almost 2 hours on hold, 2 hours of my life I can't get back.... Thanks http://t.co/IyUZM2PUVS",,Southwest
566,@SouthwestAir discount for three delays?,,Southwest
567,@SouthwestAir tried online and told I must call b/c of modifications to my reservation. Been on hold for almost 2 hours.,,Southwest
568,@SouthwestAir + @twitter  = outstanding customer service!  Thank you!,,Southwest
569,@SouthwestAir finally!,,Southwest
570,@SouthwestAir trying to get through to cust relations. Is there another # to use?,,Southwest
571,@SouthwestAir Where should I fly by May 3rd? Plz advise.,,Southwest
572,@SouthwestAir has the WORST customer service of any airline I've ever flown.,,Southwest
573,@SouthwestAir I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.,,Southwest
574,@SouthwestAir Hi-My flight (BNA to LGA) was Cancelled Flighted this morning--#1814. Looks like other flights out of BNA are taking off. Any chance?,,Southwest
575,@SouthwestAir Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None,,Southwest
576,â€œ@SouthwestAir:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SUâ€ù@tori_leggieri,,Southwest
